DATE,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,VEHICLE TYPE CODE 1
6/6/2019,QUEENS,11004,40.736423,-73.7126,"(40.736423, -73.7126)",,,255-13    HILLSIDE AVENUE               ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Convertible
6/6/2019,BRONX,10461,40.84706,-73.84908,"(40.84706, -73.84908)",WILLIAMSBRIDGE ROAD             ,PIERCE AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/6/2019,BRONX,10461,,,,,,1450      COMMERCE AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Station Wagon/Sport Utility Vehicle
6/6/2019,,,40.680542,-73.99466,"(40.680542, -73.99466)",CARROLL STREET                  ,SMITH STREET,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/6/2019,BRONX,10460,40.84022,-73.873276,"(40.84022, -73.873276)",MORRIS PARK AVENUE              ,LEBANON STREET,,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
6/6/2019,,,40.766293,-73.93363,"(40.766293, -73.93363)",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/6/2019,,,,,,BRONX RIVER PARKWAY RAMP        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/6/2019,BROOKLYN,11215,40.65694,-73.98008,"(40.65694, -73.98008)",17 STREET                       ,10 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/6/2019,BROOKLYN,11235,40.593487,-73.94057,"(40.593487, -73.94057)",,,3696      NOSTRAND AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/6/2019,QUEENS,11101,40.746033,-73.93441,"(40.746033, -73.93441)",QUEENS BOULEVARD                ,SKILLMAN AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Station Wagon/Sport Utility Vehicle
6/6/2019,QUEENS,11377,40.75361,-73.90393,"(40.75361, -73.90393)",NORTHERN BOULEVARD              ,57 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/6/2019,,,40.7697,-73.93273,"(40.7697, -73.93273)",12 STREET                       ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Sedan
6/6/2019,,,40.770306,-73.91901,"(40.770306, -73.91901)",ASTORIA BOULEVARD               ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Sedan
6/6/2019,,,40.62348,-74.019936,"(40.62348, -74.019936)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Pick-up Truck
6/6/2019,,,40.763897,-73.95323,"(40.763897, -73.95323)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Sedan
6/6/2019,,,40.755337,-73.843254,"(40.755337, -73.843254)",ROOSEVELT AVENUE                ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Sedan
6/6/2019,,,40.59813,-74.005,"(40.59813, -74.005)",SHORE PARKWAY                   ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/6/2019,,,40.62693,-74.16421,"(40.62693, -74.16421)",,,2234      FOREST AVENUE                 ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/6/2019,,,,,,TRIBOROUGH BRIDGE               ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Sedan
6/6/2019,,,,,,FLATBUSH AVENUE                 ,GRAND ARMY PLAZA,,1,0,0,0,0,0,1,0,Unspecified,Sedan
6/6/2019,BROOKLYN,11201,40.68993,-73.98148,"(40.68993, -73.98148)",DE KALB AVENUE                  ,FLATBUSH AVENUE EXTENSION,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/6/2019,MANHATTAN,10029,40.798622,-73.94163,"(40.798622, -73.94163)",EAST 116 STREET                 ,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/6/2019,,,40.846527,-73.87146,"(40.846527, -73.87146)",BRONX RIVER PARKWAY             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/6/2019,MANHATTAN,10012,40.726524,-73.99585,"(40.726524, -73.99585)",BROADWAY                        ,BLEECKER STREET,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/6/2019,BROOKLYN,11226,40.64795,-73.95367,"(40.64795, -73.95367)",,,2514      ALBEMARLE ROAD                ,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/6/2019,BRONX,10454,40.804695,-73.92239,"(40.804695, -73.92239)",BRUCKNER BOULEVARD              ,BROWN PLACE,,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/6/2019,QUEENS,11434,40.66851,-73.76626,"(40.66851, -73.76626)",144 AVENUE                      ,FARMERS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/6/2019,,,,,,LITTLE NECK PARKWAY             ,GRAND CENTRAL PARKWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Sedan
6/6/2019,,,40.729923,-73.91208,"(40.729923, -73.91208)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/6/2019,BRONX,10458,40.859875,-73.89323,"(40.859875, -73.89323)",EAST 188 STREET                 ,WEBSTER AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Sedan
6/6/2019,BRONX,10459,40.82474,-73.899536,"(40.82474, -73.899536)",,,1041      PROSPECT AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Station Wagon/Sport Utility Vehicle
6/6/2019,,,40.820137,-73.89029,"(40.820137, -73.89029)",BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Following Too Closely,Sedan
6/6/2019,BRONX,10459,40.82098,-73.89388,"(40.82098, -73.89388)",EAST 163 STREET                 ,FOX STREET,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/6/2019,BROOKLYN,11208,40.675938,-73.86823,"(40.675938, -73.86823)",PITKIN AVENUE                   ,AUTUMN AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Station Wagon/Sport Utility Vehicle
6/6/2019,BRONX,10471,40.906136,-73.90431,"(40.906136, -73.90431)",,,5665      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/6/2019,BROOKLYN,11212,40.664066,-73.92189,"(40.664066, -73.92189)",,,123       EAST 98 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/6/2019,BROOKLYN,11217,40.68444,-73.97772,"(40.68444, -73.97772)",,,139       FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Tractor Truck Diesel
6/6/2019,BROOKLYN,11229,40.60146,-73.94014,"(40.60146, -73.94014)",,,2068      BROWN STREET                  ,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/6/2019,BROOKLYN,11232,40.65021,-74.01577,"(40.65021, -74.01577)",48 STREET                       ,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Bus
6/6/2019,,,40.693394,-73.78894,"(40.693394, -73.78894)",110 AVENUE                      ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Bus
6/6/2019,,,40.812744,-73.937645,"(40.812744, -73.937645)",5 AVENUE                        ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Station Wagon/Sport Utility Vehicle
6/6/2019,,,,,,GRAND ARMY PLAZA                ,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Pick-up Truck
6/6/2019,,,40.663925,-73.89961,"(40.663925, -73.89961)",LIVONIA AVENUE                  ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Station Wagon/Sport Utility Vehicle
6/6/2019,BRONX,10471,40.889843,-73.898186,"(40.889843, -73.898186)",,,5981      BROADWAY                      ,1,0,1,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/6/2019,,,40.663834,-73.99452,"(40.663834, -73.99452)",19 STREET                       ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Sedan
6/6/2019,,,40.61877,-73.929794,"(40.61877, -73.929794)",AVENUE N                        ,,,5,0,0,0,0,0,5,0,Driver Inattention/Distraction,FIRET
6/6/2019,BROOKLYN,11208,40.673283,-73.87391,"(40.673283, -73.87391)",,,215       CRYSTAL STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Station Wagon/Sport Utility Vehicle
6/6/2019,BROOKLYN,11206,40.70138,-73.9551,"(40.70138, -73.9551)",LEE AVENUE                      ,LYNCH STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Pick-up Truck
6/6/2019,QUEENS,11361,40.761993,-73.75849,"(40.761993, -73.75849)",NORTHERN BOULEVARD              ,223 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/6/2019,QUEENS,11374,40.73093,-73.864586,"(40.73093, -73.864586)",QUEENS BOULEVARD                ,63 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Sedan
6/6/2019,MANHATTAN,10128,40.781387,-73.95213,"(40.781387, -73.95213)",EAST 90 STREET                  ,3 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Taxi
6/6/2019,BRONX,10451,40.816746,-73.92904,"(40.816746, -73.92904)",EAST 144 STREET                 ,WALTON AVENUE,,2,0,0,0,0,0,2,0,Turning Improperly,Station Wagon/Sport Utility Vehicle
6/6/2019,,,,,,LONG ISLAND EXPRESSWAY          ,KISSENA BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/6/2019,BROOKLYN,11236,40.635506,-73.913284,"(40.635506, -73.913284)",EAST 80 STREET                  ,FLATLANDS AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Sedan
6/6/2019,MANHATTAN,10036,40.757416,-73.98576,"(40.757416, -73.98576)",,,1516      BROADWAY                      ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Station Wagon/Sport Utility Vehicle
6/6/2019,QUEENS,11373,40.734768,-73.87459,"(40.734768, -73.87459)",56 AVENUE                       ,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Station Wagon/Sport Utility Vehicle
6/6/2019,QUEENS,11434,40.684757,-73.774414,"(40.684757, -73.774414)",,,171-44    119 AVENUE                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/6/2019,BRONX,10454,40.804695,-73.92239,"(40.804695, -73.92239)",BRUCKNER BOULEVARD              ,BROWN PLACE,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/6/2019,,,,,,VANWYCK EXPRESSWAY              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/6/2019,,,,,,TRIBOROUGH BRIDGE               ,,,1,0,0,0,0,0,1,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/6/2019,BROOKLYN,11212,,,,LINDEN BOULEVARD                ,POWELL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Tractor Truck Gasoline
6/6/2019,,,40.8666,-73.895454,"(40.8666, -73.895454)",CRESTON AVENUE                  ,,,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
6/6/2019,QUEENS,11354,40.75836,-73.83154,"(40.75836, -73.83154)",40 ROAD                         ,PRINCE STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Station Wagon/Sport Utility Vehicle
6/6/2019,BRONX,10466,40.890934,-73.8391,"(40.890934, -73.8391)",STRANG AVENUE                   ,HILL AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/6/2019,BROOKLYN,11208,40.67122,-73.88276,"(40.67122, -73.88276)",SUTTER AVENUE                   ,ELTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/6/2019,BROOKLYN,11219,40.62588,-73.993675,"(40.62588, -73.993675)",,,1514      60 STREET                     ,0,0,0,0,0,0,0,0,Passing Too Closely,Sedan
6/6/2019,MANHATTAN,10033,40.85051,-73.93105,"(40.85051, -73.93105)",WEST 184 STREET                 ,AUDUBON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/6/2019,MANHATTAN,10035,40.801,-73.94621,"(40.801, -73.94621)",,,1429      5 AVENUE                      ,0,0,0,0,0,0,0,0,Passing Too Closely,Sedan
6/6/2019,,,40.88152,-73.82981,"(40.88152, -73.82981)",BAYCHESTER AVENUE               ,TILLOTSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Lift Boom
6/6/2019,,,40.715176,-73.951965,"(40.715176, -73.951965)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Sedan
6/6/2019,,,40.72002,-73.78192,"(40.72002, -73.78192)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/6/2019,,,40.771305,-73.87664,"(40.771305, -73.87664)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/6/2019,,,40.77958,-73.98183,"(40.77958, -73.98183)",WEST 73 STREET                  ,BROADWAY,,0,0,0,0,0,0,0,0,Passing Too Closely,Station Wagon/Sport Utility Vehicle
6/6/2019,,,,,,,,41-13     82 STREET                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Sedan
6/6/2019,BRONX,10457,40.84541,-73.891136,"(40.84541, -73.891136)",CROTONA AVENUE                  ,EAST TREMONT AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Sedan
6/6/2019,QUEENS,11385,40.700825,-73.89424,"(40.700825, -73.89424)",MYRTLE AVENUE                   ,61 STREET,,1,0,0,0,1,0,0,0,Turning Improperly,Sedan
6/6/2019,,,,,,STATEN ISLAND EXPRESSWAY        ,,,1,0,0,0,0,0,1,0,Following Too Closely,Pick-up Truck
6/6/2019,BRONX,10470,40.89608,-73.86692,"(40.89608, -73.86692)",EAST 233 STREET                 ,KATONAH AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Sedan
6/6/2019,,,,,,CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/6/2019,QUEENS,11101,40.753998,-73.94244,"(40.753998, -73.94244)",21 STREET                       ,41 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle
6/6/2019,QUEENS,11435,40.688564,-73.80361,"(40.688564, -73.80361)",,,143-17    109 AVENUE                    ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Sedan
6/6/2019,,,40.776016,-73.78441,"(40.776016, -73.78441)",CLEARVIEW EXPRESSWAY            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/6/2019,,,40.764626,-73.99555,"(40.764626, -73.99555)",11 AVENUE                       ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Sedan
6/6/2019,MANHATTAN,10036,40.758427,-73.99264,"(40.758427, -73.99264)",9 AVENUE                        ,WEST 42 STREET,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/6/2019,BROOKLYN,11232,40.66919,-73.99682,"(40.66919, -73.99682)",15 STREET                       ,HAMILTON AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Sedan
6/6/2019,,,40.737606,-73.74073,"(40.737606, -73.74073)",GRAND CENTRAL PKWY              ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Sedan
6/6/2019,,,40.668797,-73.93113,"(40.668797, -73.93113)",UTICA AVENUE                    ,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Sedan
6/6/2019,,,40.616123,-73.979065,"(40.616123, -73.979065)",61 STREET                       ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Sedan
6/6/2019,QUEENS,11385,40.712883,-73.90531,"(40.712883, -73.90531)",,,60-07     METROPOLITAN AVENUE           ,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/6/2019,,,40.641815,-73.99582,"(40.641815, -73.99582)",,,10 AVENUE                               ,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/6/2019,BRONX,10454,40.80313,-73.90628,"(40.80313, -73.90628)",,,290       LOCUST AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/6/2019,BROOKLYN,11208,40.67226,-73.87557,"(40.67226, -73.87557)",LOGAN STREET                    ,SUTTER AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Sedan
6/6/2019,BROOKLYN,11212,40.66947,-73.91211,"(40.66947, -73.91211)",,,1658      PITKIN AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/6/2019,BRONX,10463,,,,,,144       Van Cortlandt Park s          ,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/6/2019,MANHATTAN,10024,40.78202,-73.97173,"(40.78202, -73.97173)",CENTRAL PARK WEST               ,WEST 81 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
6/6/2019,BROOKLYN,11217,40.68614,-73.97443,"(40.68614, -73.97443)",,,108       SOUTH PORTLAND AVENUE         ,1,0,1,0,0,0,0,0,Backing Unsafely,Sedan
6/6/2019,QUEENS,11368,40.74743,-73.8671,"(40.74743, -73.8671)",41 AVENUE                       ,97 PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/6/2019,MANHATTAN,10016,40.748245,-73.976295,"(40.748245, -73.976295)",3 AVENUE                        ,EAST 38 STREET,,0,0,0,0,0,0,0,0,Traffic Control Device Improper/Non-Working,Van
6/6/2019,BRONX,10452,40.840786,-73.9232,"(40.840786, -73.9232)",NELSON AVENUE                   ,WEST 170 STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Box Truck
6/6/2019,BROOKLYN,11230,40.614994,-73.965294,"(40.614994, -73.965294)",AVENUE N                        ,EAST 9 STREET,,0,0,0,0,0,0,0,0,Unspecified,Convertible
6/6/2019,QUEENS,11415,40.705544,-73.82966,"(40.705544, -73.82966)",BREVOORT STREET                 ,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Motorcycle
6/6/2019,,,40.76363,-73.9533,"(40.76363, -73.9533)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/6/2019,,,40.734768,-73.87459,"(40.734768, -73.87459)",QUEENS BOULEVARD                ,,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/6/2019,,,,,,QUEENS MIDTOWN TUNNEL           ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
6/6/2019,BRONX,10456,40.820747,-73.906006,"(40.820747, -73.906006)",EAST 160 STREET                 ,JACKSON AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi
6/6/2019,BRONX,10468,40.867035,-73.896324,"(40.867035, -73.896324)",MORRIS AVENUE                   ,EAST KINGSBRIDGE ROAD,,0,0,0,0,0,0,0,0,Driver Inexperience,Station Wagon/Sport Utility Vehicle
6/6/2019,QUEENS,11367,40.717674,-73.81713,"(40.717674, -73.81713)",UNION TURNPIKE                  ,MAIN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Pick-up Truck
6/6/2019,MANHATTAN,10033,40.848118,-73.93089,"(40.848118, -73.93089)",AMSTERDAM AVENUE                ,WEST 181 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Sedan
6/6/2019,BRONX,10457,40.855362,-73.89878,"(40.855362, -73.89878)",VALENTINE AVENUE                ,EAST 182 STREET,,1,0,1,0,0,0,0,0,Unspecified,Sedan
6/6/2019,QUEENS,11357,40.780224,-73.80255,"(40.780224, -73.80255)",WILLETS POINT BOULEVARD         ,FRANCIS LEWIS BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle
6/6/2019,,,40.65711,-74.00152,"(40.65711, -74.00152)",4 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/6/2019,,,40.84599,-73.84789,"(40.84599, -73.84789)",SACKET AVENUE                   ,WILLIAMSBRIDGE ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/6/2019,,,,,,MAJOR DEEGAN EXPRESSWAY         ,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/6/2019,,,40.62348,-74.019936,"(40.62348, -74.019936)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Unspecified,Pick-up Truck
6/6/2019,,,40.78821,-73.7907,"(40.78821, -73.7907)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Following Too Closely,Sedan
6/6/2019,BROOKLYN,11205,40.69865,-73.95324,"(40.69865, -73.95324)",,,40        NOSTRAND AVENUE               ,1,0,0,0,0,0,1,0,Following Too Closely,Sedan
6/6/2019,MANHATTAN,10013,40.718018,-73.99996,"(40.718018, -73.99996)",CANAL STREET                    ,CENTRE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/6/2019,,,40.608383,-74.170265,"(40.608383, -74.170265)",SOMMER AVENUE                   ,GRAHAM AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Sedan
6/6/2019,,,,,,NEW ENGLAND THRUWAY             ,,,2,0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,Station Wagon/Sport Utility Vehicle
6/6/2019,BROOKLYN,11232,40.665882,-73.99642,"(40.665882, -73.99642)",3 AVENUE                        ,18 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Sedan
6/6/2019,BRONX,10453,,,,HARLEM RIVER PARK BRIDGE        ,RICHMAN PLAZA,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/6/2019,BROOKLYN,11201,40.69024,-73.99437,"(40.69024, -73.99437)",CLINTON STREET                  ,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Sedan
6/6/2019,BROOKLYN,11222,40.727524,-73.9443,"(40.727524, -73.9443)",,,228       NORMAN AVENUE                 ,0,0,0,0,0,0,0,0,Passing Too Closely,Station Wagon/Sport Utility Vehicle
6/6/2019,BROOKLYN,11234,40.628407,-73.923996,"(40.628407, -73.923996)",AVENUE J                        ,EAST 54 STREET,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/6/2019,BROOKLYN,11249,40.71727,-73.96286,"(40.71727, -73.96286)",WYTHE AVENUE                    ,NORTH 3 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Sedan
6/6/2019,MANHATTAN,10002,40.71171,-73.98486,"(40.71171, -73.98486)",MONTGOMERY STREET               ,CHERRY STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Sedan
6/6/2019,MANHATTAN,10036,40.760822,-73.99832,"(40.760822, -73.99832)",11 AVENUE                       ,WEST 42 STREET,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/6/2019,,,40.771305,-73.87664,"(40.771305, -73.87664)",GRAND CENTRAL PKWY              ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Sedan
6/6/2019,BROOKLYN,11219,40.64401,-73.99189,"(40.64401, -73.99189)",,,1039      39 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Ambulance
6/6/2019,,,40.651974,-73.86542,"(40.651974, -73.86542)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/6/2019,,,40.866383,-73.88515,"(40.866383, -73.88515)",OLIVER PLACE                    ,,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/6/2019,BROOKLYN,11225,40.663284,-73.96096,"(40.663284, -73.96096)",WASHINGTON AVENUE               ,EMPIRE BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6/6/2019,BROOKLYN,11203,40.65017,-73.92921,"(40.65017, -73.92921)",SNYDER AVENUE                   ,EAST 51 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/6/2019,BROOKLYN,11226,40.647564,-73.96055,"(40.647564, -73.96055)",,,630       OCEAN AVENUE                  ,0,0,0,0,0,0,0,0,Other Vehicular,Station Wagon/Sport Utility Vehicle
6/6/2019,BROOKLYN,11226,40.652927,-73.95708,"(40.652927, -73.95708)",,,2201      CATON AVENUE                  ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Tractor Truck Gasoline
6/6/2019,MANHATTAN,10022,40.76285,-73.967735,"(40.76285, -73.967735)",EAST 60 STREET                  ,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Taxi
6/6/2019,MANHATTAN,10024,40.783844,-73.979996,"(40.783844, -73.979996)",BROADWAY                        ,WEST 79 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/6/2019,QUEENS,11411,40.70003,-73.745895,"(40.70003, -73.745895)",115 AVENUE                      ,208 STREET,,0,0,0,0,0,0,0,0,Unspecified,Sedan
6/6/2019,BROOKLYN,11209,40.63188,-74.02394,"(40.63188, -74.02394)",,,412       73 STREET                     ,0,0,0,0,0,0,0,0,Passing Too Closely,Sedan
6/6/2019,BROOKLYN,11224,40.57529,-73.97655,"(40.57529, -73.97655)",SURF AVENUE                     ,WEST 8 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
6/6/2019,MANHATTAN,10036,40.76099,-73.99077,"(40.76099, -73.99077)",9 AVENUE                        ,WEST 46 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Refrigerated Van
6/6/2019,,,40.710957,-73.9065,"(40.710957, -73.9065)",TONSOR STREET                   ,,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
6/6/2019,,,40.570564,-74.13804,"(40.570564, -74.13804)",KENSICO STREET                  ,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Convertible
6/6/2019,,,40.732403,-74.0102,"(40.732403, -74.0102)",WEST STREET                     ,,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Bike
6/6/2019,,,,,,BROOKLYN BATTERY TUNNEL         ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Sedan
6/6/2019,,,,,,SHORE PARKWAY                   ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
